"","Beds","FBaths","Garage_Spaces","HBaths","DOM","Housing_Older_Persons_Act","Membership_Purch_Rqd","Pets_Allowed","Sale_Price","SqFt_Liv_Area","Style","Waterfront_Property","Year_Built","Zip_Code","Assoc_Fee_Paid","fecha","Marble","Vinyl","Clay","Terrazzo","Parquet","Tile","Ceramic","Carpeted","Wood","None","Street_Parking","One_Space","Two_Or_More_Spaces","Valet_Parking","No_Leasing","Ok_To_Lease","No_Lease_Onest_Year_Owned","No_Restrictions","Tax_Informationcat","Waterfront","East_Of_Us_One","West_Of_Us_One","On_Golf_Course","Penthouse","Corner_Unit","Direct_Ocean","Intracoastal_View","Golf_View","Canal","Ocean_View"
"96",1,1,1,"0",822,"No HOPA","0","Yes",195000,690,"C41-Condo 1-4 Stories","No","1949",33139,4176,"10","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"97",2,2,1,"0",553,"Unverified","0","Yes",450000,1262,"C42-Condo 5+ Stories","Yes","2001",33139,12108,"12","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"98",2,2,1,"1",6,"No HOPA","1","Yes",1900000,1605,"C42-Condo 5+ Stories","Yes","2020",33160,21084,"5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0"
"99",2,2,0,"0",62,"No HOPA","0","No",175000,870,"C41-Condo 1-4 Stories","No","1973",33160,4344,"4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"100",1,1,1,"0",186,"No HOPA","0","Yes",250000,798,"C42-Condo 5+ Stories","No","2004",33134,7020,"8","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"101",2,2,1,"1",166,"No HOPA","0","Yes",499000,187,"C42-Condo 5+ Stories","Yes","2000",33180,12576,"12","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"102",2,2,1,"1",133,"No HOPA","0","Yes",370000,166,"C42-Condo 5+ Stories","Yes","2000",33180,10680,"10","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0"
"103",3,2,1,"1",10,"Unverified","0","Yes",550000,187,"C42-Condo 5+ Stories","Yes","2000",33180,12576,"2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0"
"105",3,3,1,"0",52,"No HOPA","1","Yes",282000,184,"C42-Condo 5+ Stories","Yes","1990",33160,26400,"2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"106",3,3,1,"0",469,"No HOPA","1","Yes",327500,184,"C42-Condo 5+ Stories","Yes","1990",33160,26508,"11","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"107",3,2,1,"1",383,"No HOPA","1","Yes",420000,184,"C42-Condo 5+ Stories","Yes","1990",33160,26448,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"108",3,2,2,"1",72,"No HOPA","1","Yes",5e+05,188,"C42-Condo 5+ Stories","No","1990",33160,17244,"2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","0"
"109",3,3,1,"0",97,"No HOPA","1","Yes",310000,184,"C42-Condo 5+ Stories","Yes","1990",33160,25092,"2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"110",2,2,1,"0",143,"No HOPA","1","Yes",350000,13,"C42-Condo 5+ Stories","Yes","1990",33160,19608,"8","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","0","0","0","0","1","1","0","0","0"
"111",2,3,1,"0",57,"No HOPA","0","No",615000,0,"C42-Condo 5+ Stories","No","2015",33131,11304,"11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"112",1,1,1,"1",86,"No HOPA","0","Yes",453000,975,"C42-Condo 5+ Stories","No","2017",33131,7692,"10","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"113",2,2,1,"0",105,"Unverified","0","Yes",535000,1028,"C42-Condo 5+ Stories","No","2017",33131,0,"11","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"114",2,3,0,"0",409,"No HOPA","0","Yes",6e+05,1442,"C42-Condo 5+ Stories","No","2017",33131,11400,"12","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"115",2,3,1,"0",108,"No HOPA","0","No",680000,1314,"C42-Condo 5+ Stories","No","2017",33131,0,"3","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116",2,3,1,"0",81,"No HOPA","0","Yes",705000,1442,"C42-Condo 5+ Stories","No","2017",33131,0,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"117",2,3,1,"0",4,"Unverified","0","Yes",590000,1314,"C42-Condo 5+ Stories","No","2017",33131,11784,"3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"118",2,3,0,"0",223,"No HOPA","0","Yes",730000,1314,"C42-Condo 5+ Stories","No","2017",33131,11220,"11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119",2,3,1,"0",72,"Unverified","0","No",665000,1325,"C42-Condo 5+ Stories","No","2017",33131,8400,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"120",3,3,1,"0",52,"No HOPA","0","Yes",950000,1753,"C42-Condo 5+ Stories","No","2017",33131,14976,"12","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0"
"121",2,2,1,"0",181,"No HOPA","0","Yes",3e+05,1368,"C41-Condo 1-4 Stories","No","1952",33154,5952,"6","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"122",1,1,1,"1",185,"No HOPA","0","Yes",624600,1147,"C42-Condo 5+ Stories","Yes","2007",33154,1533,"9","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1"
"123",1,1,1,"0",128,"No HOPA","0","Yes",510000,510,"C42-Condo 5+ Stories","Yes","2007",33154,26688,"10","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1"
"124",1,1,1,"1",514,"Unverified","0","Yes",880000,1147,"C42-Condo 5+ Stories","Yes","2007",33154,27600,"9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","1"
"125",2,2,2,"1",7,"No HOPA","0","Yes",1550000,2009,"C42-Condo 5+ Stories","Yes","2007",33154,22065,"5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1"
"126",2,2,1,"0",2,"No HOPA","0","Yes",330000,144,"C42-Condo 5+ Stories","No","2008",33131,0,"5","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"127",1,1,1,"0",10,"Unverified","0","Yes",310000,945,"C42-Condo 5+ Stories","No","2008",33131,7248,"2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"128",1,1,1,"0",161,"Unverified","0","Yes",350000,963,"C42-Condo 5+ Stories","No","2008",33131,7668,"10","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"129",2,2,1,"0",261,"No HOPA","0","No",380000,1088,"C42-Condo 5+ Stories","No","2008",33131,8940,"3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"130",1,1,1,"1",129,"Unverified","0","Yes",330000,963,"C42-Condo 5+ Stories","No","2008",33131,7668,"11","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"131",2,2,1,"0",20,"Unverified","0","Yes",385000,1088,"C42-Condo 5+ Stories","No","2008",33131,0,"1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"132",2,3,1,"0",83,"Unverified","0","Yes",659800,1987,"C41-Condo 1-4 Stories","No","2008",33131,14676,"12","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"133",2,2,1,"0",121,"No HOPA","0","Yes",380000,1167,"C42-Condo 5+ Stories","No","2015",33130,12,"10","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"134",1,1,1,"0",109,"No HOPA","0","No",3e+05,700,"C42-Condo 5+ Stories","Yes","2008",33139,0,"10","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0"
"135",0,1,1,"0",14,"Unverified","0","No",285000,675,"C42-Condo 5+ Stories","Yes","2008",33139,11484,"10","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"136",1,1,1,"0",144,"Unverified","0","Yes",290768,610,"C42-Condo 5+ Stories","Yes","2008",33139,13284,"9","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"137",0,1,0,"0",123,"Unverified","0","Yes",220000,508,"C42-Condo 5+ Stories","Yes","2008",33139,0,"10","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1"
"138",0,1,1,"0",528,"No HOPA","0","Yes",307000,530,"C42-Condo 5+ Stories","Yes","2008",33139,9900,"9","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"139",1,1,0,"0",98,"No HOPA","0","Yes",315000,694,"C42-Condo 5+ Stories","Yes","2008",33139,15768,"10","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","1"
"140",1,1,1,"0",173,"Unverified","0","No",435000,694,"C42-Condo 5+ Stories","Yes","1964",33139,13200,"9","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","1"
"141",1,1,1,"1",61,"No HOPA","0","Yes",333000,809,"C42-Condo 5+ Stories","Yes","2008",33139,17760,"11","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"142",1,1,0,"0",36,"Unverified","0","Yes",275000,694,"C42-Condo 5+ Stories","Yes","2008",33139,0,"4","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"143",0,1,1,"0",1151,"Unverified","0","No",2e+05,485,"C42-Condo 5+ Stories","Yes","2008",33139,15624,"3","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"144",0,1,1,"0",67,"Unverified","0","No",2e+05,477,"C42-Condo 5+ Stories","Yes","2008",33139,15360,"3","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"146",1,1,1,"0",76,"No HOPA","0","Yes",227000,0,"C42-Condo 5+ Stories","Yes","2007",33130,7068,"12","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"147",1,1,1,"1",154,"Unverified","0","Yes",3e+05,780,"C42-Condo 5+ Stories","No","2009",33134,6504,"8","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148",1,1,1,"1",3,"Unverified","0","Yes",3e+05,780,"C42-Condo 5+ Stories","No","2009",33134,6948,"4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"149",1,1,1,"1",7,"No HOPA","0","Yes",303150,780,"C42-Condo 5+ Stories","No","2009",33134,7068,"3","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"150",2,2,2,"1",11,"No HOPA","0","Yes",415000,1153,"C42-Condo 5+ Stories","No","2009",33134,10056,"3","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"151",2,2,2,"1",87,"No HOPA","0","Yes",425000,1108,"C42-Condo 5+ Stories","No","2009",33134,9924,"10","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"152",2,2,2,"0",0,"No HOPA","0","Yes",5e+05,122,"C42-Condo 5+ Stories","No","2009",33134,11652,"2","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"153",1,1,2,"1",28,"No HOPA","0","Yes",310000,0,"C42-Condo 5+ Stories","No","2009",33134,6960,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"154",3,2,1,"1",95,"No HOPA","0","Yes",845000,1281,"C42-Condo 5+ Stories","No","2016",33130,14760,"11","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"155",2,2,1,"0",142,"No HOPA","0","Yes",575000,1088,"C42-Condo 5+ Stories","Yes","2016",33130,11112,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1"
"156",1,1,1,"0",13,"No HOPA","0","Yes",320000,570,"C42-Condo 5+ Stories","No","2016",33130,5844,"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"157",4,6,2,"0",468,"No HOPA","0","Yes",5082500,463,"C42-Condo 5+ Stories","Yes","1998",33139,74064,"11","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","0","0","0","0"
"158",1,2,1,"0",197,"No HOPA","0","Yes",785000,940,"C42-Condo 5+ Stories","Yes","1998",33139,0,"8","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"159",2,1,0,"1",95,"No HOPA","0","Yes",315000,968,"C41-Condo 1-4 Stories","No","1935",33139,5844,"10","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"160",2,1,0,"1",71,"Unverified","0","Yes",310000,909,"C41-Condo 1-4 Stories","No","1935",33139,5844,"2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161",1,1,0,"0",92,"Unverified","0","Yes",175000,565,"C41-Condo 1-4 Stories","No","1935",33139,4848,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"162",2,2,0,"0",50,"Unverified","0","Yes",250000,920,"C41-Condo 1-4 Stories","No","1948",33139,7320,"2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"163",2,2,0,"0",93,"Unverified","0","Yes",715000,131,"C42-Condo 5+ Stories","Yes","1970",33133,0,"10","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1"
"164",1,1,2,"1",84,"Unverified","0","Yes",290000,974,"C42-Condo 5+ Stories","No","1970",33139,5808,"3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"165",1,1,0,"0",47,"No HOPA","0","No",170000,614,"C41-Condo 1-4 Stories","No","1970",33139,3936,"11","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"166",1,1,1,"0",327,"No HOPA","0","No",2e+05,734,"C42-Condo 5+ Stories","No","2005",33132,5892,"4","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"167",2,2,1,"0",1,"No HOPA","0","Yes",315000,104,"C42-Condo 5+ Stories","No","2005",33132,0,"1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"168",2,2,2,"0",98,"No HOPA","0","Yes",315000,104,"C42-Condo 5+ Stories","Yes","2005",33132,8352,"9","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"169",1,1,1,"0",31,"No HOPA","0","Yes",215500,718,"C42-Condo 5+ Stories","No","2005",33132,5772,"2","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"170",1,1,1,"0",49,"No HOPA","0","Yes",220000,809,"C42-Condo 5+ Stories","No","2005",33132,6912,"4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"171",2,2,1,"0",175,"Unverified","0","Yes",430000,1142,"C42-Condo 5+ Stories","Yes","2007",33132,6840,"12","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"172",1,1,1,"1",191,"No HOPA","0","Yes",259000,1118,"C42-Condo 5+ Stories","Yes","2007",33132,6696,"9","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"173",2,2,1,"0",156,"Unverified","0","Yes",488500,1222,"C42-Condo 5+ Stories","Yes","2007",33132,6960,"10","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"174",1,2,1,"0",17,"No HOPA","0","Yes",260000,1017,"C42-Condo 5+ Stories","Yes","2007",33132,6096,"6","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"175",1,1,1,"0",22,"No HOPA","0","Yes",265000,0,"C42-Condo 5+ Stories","Yes","2007",33132,5160,"1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"176",1,1,1,"1",88,"No HOPA","0","Yes",345000,1095,"C42-Condo 5+ Stories","Yes","2007",33132,6552,"9","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"177",2,2,1,"0",185,"No HOPA","0","Yes",507000,1222,"C42-Condo 5+ Stories","Yes","2007",33132,7320,"6","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0"
"178",3,3,2,"0",260,"No HOPA","0","Yes",970000,2189,"C42-Condo 5+ Stories","Yes","2007",33132,13104,"4","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"179",4,4,2,"1",62,"Unverified","0","Yes",1450000,412,"C42-Condo 5+ Stories","Yes","2007",33132,0,"1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0"
"180",0,1,1,"0",59,"No HOPA","0","Yes",230000,434,"C41-Condo 1-4 Stories","No","1956",33139,2868,"1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"181",1,1,0,"0",46,"Unverified","0","No",205000,775,"C42-Condo 5+ Stories","No","1966",33139,2790,"12","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"182",3,4,2,"1",421,"No HOPA","0","Yes",3750000,3422,"C42-Condo 5+ Stories","Yes","2016",33160,42000,"5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"183",3,2,0,"1",326,"Unverified","0","Yes",270000,1338,"T51-Townhouse Fee Simple","No","1984",33186,1368,"8","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184",4,2,0,"0",31,"Unverified","0","Yes",313000,1611,"T51-Townhouse Fee Simple","No","1987",33184,1320,"12","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"185",2,2,1,"1",99,"No HOPA","1","Yes",515000,2,"C42-Condo 5+ Stories","Yes","1995",33160,23988,"10","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0"
"186",3,3,0,"0",48,"No HOPA","0","Yes",4386000,1907,"C42-Condo 5+ Stories","Yes","2015",33139,0,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1"
"187",1,1,1,"1",83,"No HOPA","0","Yes",1300000,970,"C42-Condo 5+ Stories","Yes","2015",33139,0,"11","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1"
"188",1,1,1,"0",509,"Unverified","0","Yes",225000,610,"C42-Condo 5+ Stories","No","2019",33137,3696,"1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"189",5,6,2,"1",89,"No HOPA","1","Yes",1786000,474,"C42-Condo 5+ Stories","Yes","1997",33160,44400,"8","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"190",2,2,2,"0",301,"No HOPA","1","Yes",515000,169,"C42-Condo 5+ Stories","Yes","1990",33160,23820,"6","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1"
"191",3,2,1,"1",28,"No HOPA","0","Yes",517500,2073,"T52-Townhouse Condo","No","2008",33134,1450,"2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"192",2,2,0,"0",5,"No HOPA","0","Yes",210000,0,"C41-Condo 1-4 Stories","No","1967",33014,3432,"6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0"
"193",2,2,0,"0",36,"Unverified","0","Yes",270000,1452,"T51-Townhouse Fee Simple","No","1972",33014,348,"4","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"194",3,2,0,"1",5,"Unverified","0","Yes",290903,1606,"T51-Townhouse Fee Simple","No","1974",33014,228,"4","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195",2,2,1,"1",172,"No HOPA","0","Yes",1700000,1504,"C42-Condo 5+ Stories","No","2018",33139,0,"9","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"196",2,2,2,"1",73,"No HOPA","1","Yes",949000,2154,"C42-Condo 5+ Stories","Yes","1988",33160,25152,"9","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1"
"197",2,2,0,"0",63,"No HOPA","0","Yes",245000,0,"C42-Condo 5+ Stories","Yes","1988",33160,20400,"12","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0"
"198",3,2,2,"1",51,"Unverified","0","Yes",633500,2247,"T52-Townhouse Condo","No","2007",33133,0,"4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"199",2,3,0,"0",58,"No HOPA","0","Yes",520000,1746,"T52-Townhouse Condo","No","1976",33133,0,"11","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"200",3,2,0,"1",18,"No HOPA","0","Yes",765000,2266,"T52-Townhouse Condo","No","2007",33133,0,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"201",3,2,1,"1",28,"No HOPA","0","Yes",728500,2353,"T52-Townhouse Condo","No","2008",33133,4200,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
